participant.id_in_session;participant.code;participant.label;participant._is_bot;participant._index_in_pages;participant._max_page_index;participant._current_app_name;participant._current_page_name;participant.time_started;participant.visited;participant.mturk_worker_id;participant.mturk_assignment_id;participant.payoff;player.id_in_group;player.role;player.t;player.vote;player.bid;player.ask;player.lama;player.payoff;group.id_in_subsession;group.price;group.q;group.policy;subsession.round_number;session.code;session.label;session.mturk_HITId;session.mturk_HITGroupId;session.comment;session.is_demo
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;-1;0;100.00;100.00;0.00;105;1;105.00;6;0;26;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;100.00;100.00;0.00;105;1;105.00;6;0;26;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;0;0;105.00;105.00;0.00;100;1;105.00;6;0;26;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;-1;0;101.00;101.00;0.00;105;1;105.00;6;0;26;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;0;110.00;110.00;1.00;92;1;108.00;6;0;27;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;-1;0;105.00;105.00;1.00;108;1;108.00;6;0;27;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;0;1;108.00;108.00;1.00;100;1;108.00;6;0;27;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;101.00;101.00;1.00;108;1;108.00;6;0;27;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;105.00;105.00;1.00;108;1;108.00;6;0;27;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;1;0;110.00;110.00;0.00;92;1;108.00;6;0;27;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;112.00;112.00;0.00;92;1;108.00;6;0;27;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;-1;0;105.00;105.00;0.00;108;1;108.00;6;0;27;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;1;0;150.00;150.00;0.00;92;1;108.00;6;0;27;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;1;0;110.00;110.00;0.00;92;1;108.00;6;0;27;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;-1;0;105.00;105.00;0.00;108;1;108.00;6;0;27;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;0;200.00;200.00;1.00;105;1;95.00;5;0;28;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;120.00;120.00;1.00;105;1;95.00;5;0;28;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;90.00;90.00;1.00;95;1;95.00;5;0;28;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;80.00;80.00;1.00;95;1;95.00;5;0;28;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;1;1;100.00;100.00;1.00;105;1;95.00;5;0;28;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;10.00;10.00;0.00;95;1;95.00;5;0;28;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;100.00;100.00;0.00;105;1;95.00;5;0;28;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;0;110.00;110.00;0.00;105;1;95.00;5;0;28;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;1.00;1.00;0.00;95;1;95.00;5;0;28;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;90.00;90.00;0.00;95;1;95.00;5;0;28;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;0;0;0.00;0.00;0.00;100;1;95.00;5;0;28;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;0;200.00;200.00;1.00;97;1;102.50;5;0;29;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;110.00;110.00;1.00;97;1;102.50;5;0;29;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;1;0;105.00;105.00;1.00;97;1;102.50;5;0;29;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;0;105.00;105.00;1.00;97;1;102.50;5;0;29;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;100.00;100.00;1.00;103;1;102.50;5;0;29;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;80.00;80.00;0.00;103;1;102.50;5;0;29;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;110.00;110.00;0.00;97;1;102.50;5;0;29;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;-1;0;100.00;100.00;0.00;103;1;102.50;5;0;29;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;100.00;100.00;0.00;103;1;102.50;5;0;29;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;100.00;100.00;0.00;103;1;102.50;5;0;29;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;0;0;0.00;0.00;0.00;100;1;102.50;5;0;29;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;180.00;180.00;1.00;95;1;105.00;6;0;30;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;106.00;106.00;1.00;95;1;105.00;6;0;30;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;100.00;100.00;1.00;105;1;105.00;6;0;30;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;0;105.00;105.00;1.00;95;1;105.00;6;0;30;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;1;1;105.00;105.00;1.00;95;1;105.00;6;0;30;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;95.00;95.00;0.00;105;1;105.00;6;0;30;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;112.00;112.00;0.00;95;1;105.00;6;0;30;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;0;1;105.00;105.00;0.00;100;1;105.00;6;0;30;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;103.00;103.00;0.00;105;1;105.00;6;0;30;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;100.00;100.00;0.00;105;1;105.00;6;0;30;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;-1;0;100.00;100.00;0.00;105;1;105.00;6;0;30;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;140.00;140.00;1.00;115;1;105.00;6;1;31;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;-1;0;60.00;60.00;1.00;205;1;105.00;6;1;31;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;1;1;110.00;110.00;1.00;115;1;105.00;6;1;31;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;-1;0;105.00;105.00;1.00;205;1;105.00;6;1;31;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;0;1;105.00;105.00;1.00;160;1;105.00;6;1;31;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;95.00;95.00;0.00;105;1;105.00;6;1;31;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;112.00;112.00;0.00;15;1;105.00;6;1;31;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;-1;0;105.00;105.00;0.00;105;1;105.00;6;1;31;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;1;1;106.00;106.00;0.00;15;1;105.00;6;1;31;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;100.00;100.00;0.00;105;1;105.00;6;1;31;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;1;0;106.00;106.00;0.00;15;1;105.00;6;1;31;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;140.00;140.00;1.00;110;1;110.00;6;1;32;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;-1;0;81.00;81.00;1.00;210;1;110.00;6;1;32;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;1;1;111.00;111.00;1.00;110;1;110.00;6;1;32;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;1;120.00;120.00;1.00;110;1;110.00;6;1;32;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;108.00;108.00;1.00;210;1;110.00;6;1;32;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;105.00;105.00;0.00;110;1;110.00;6;1;32;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;112.00;112.00;0.00;10;1;110.00;6;1;32;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;1;110.00;110.00;0.00;10;1;110.00;6;1;32;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;100.00;100.00;0.00;110;1;110.00;6;1;32;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;0;0;110.00;110.00;0.00;60;1;110.00;6;1;32;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;-1;0;106.00;106.00;0.00;110;1;110.00;6;1;32;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;140.00;140.00;1.00;92;1;108.00;6;0;33;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;-1;0;90.00;90.00;1.00;108;1;108.00;6;0;33;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;100.00;100.00;1.00;108;1;108.00;6;0;33;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;1;125.00;125.00;1.00;92;1;108.00;6;0;33;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;1;0;110.00;110.00;1.00;92;1;108.00;6;0;33;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;0;0;108.00;108.00;0.00;100;1;108.00;6;0;33;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;-1;0;100.00;100.00;0.00;108;1;108.00;6;0;33;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;0;110.00;110.00;0.00;92;1;108.00;6;0;33;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;100.00;100.00;0.00;108;1;108.00;6;0;33;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;50.00;50.00;0.00;108;1;108.00;6;0;33;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;1;0;111.00;111.00;0.00;92;1;108.00;6;0;33;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;150.00;150.00;1.00;111;1;109.00;6;1;34;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;1;120.00;120.00;1.00;111;1;109.00;6;1;34;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;105.00;105.00;1.00;209;1;109.00;6;1;34;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;1;111.00;111.00;1.00;111;1;109.00;6;1;34;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;1;0;110.00;110.00;1.00;111;1;109.00;6;1;34;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;100.00;100.00;0.00;109;1;109.00;6;1;34;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;115.00;115.00;0.00;11;1;109.00;6;1;34;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;-1;0;95.00;95.00;0.00;109;1;109.00;6;1;34;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;100.00;100.00;0.00;109;1;109.00;6;1;34;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;50.00;50.00;0.00;109;1;109.00;6;1;34;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;0;0;109.00;109.00;0.00;60;1;109.00;6;1;34;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;150.00;150.00;1.00;130;1;70.00;6;0;35;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;0;100.00;100.00;1.00;130;1;70.00;6;0;35;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;60.00;60.00;1.00;70;1;70.00;6;0;35;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;1;111.00;111.00;1.00;130;1;70.00;6;0;35;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;53.00;53.00;1.00;70;1;70.00;6;0;35;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;20.00;20.00;0.00;70;1;70.00;6;0;35;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;0;0;70.00;70.00;0.00;100;1;70.00;6;0;35;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;-1;0;50.00;50.00;0.00;70;1;70.00;6;0;35;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;1;0;100.00;100.00;0.00;130;1;70.00;6;0;35;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;40.00;40.00;0.00;70;1;70.00;6;0;35;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;1;0;110.00;110.00;0.00;130;1;70.00;6;0;35;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;150.00;150.00;1.00;140;1;80.00;6;1;36;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;1;100.00;100.00;1.00;140;1;80.00;6;1;36;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;-1;0;80.00;80.00;1.00;180;1;80.00;6;1;36;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;1;111.00;111.00;1.00;140;1;80.00;6;1;36;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;80.00;80.00;1.00;180;1;80.00;6;1;36;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;70.00;70.00;0.00;80;1;80.00;6;1;36;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;90.00;90.00;0.00;40;1;80.00;6;1;36;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;-1;0;70.00;70.00;0.00;80;1;80.00;6;1;36;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;1;0;100.00;100.00;0.00;40;1;80.00;6;1;36;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;0;0;80.00;80.00;0.00;60;1;80.00;6;1;36;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;-1;0;80.00;80.00;0.00;80;1;80.00;6;1;36;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;190.00;190.00;1.00;170;1;90.00;7;1;37;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;1;1;100.00;100.00;1.00;170;1;90.00;7;1;37;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;0;1;90.00;90.00;1.00;180;1;90.00;7;1;37;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;1;105.00;105.00;1.00;170;1;90.00;7;1;37;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;85.00;85.00;1.00;190;1;90.00;7;1;37;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;80.00;80.00;0.00;90;1;90.00;7;1;37;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;90.00;90.00;0.00;70;1;90.00;7;1;37;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;0;0;90.00;90.00;0.00;80;1;90.00;7;1;37;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;85.00;85.00;0.00;90;1;90.00;7;1;37;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;80.00;80.00;0.00;90;1;90.00;7;1;37;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;0;0;90.00;90.00;0.00;80;1;90.00;7;1;37;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;200.00;200.00;1.00;165;1;95.00;6;1;38;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;-1;0;80.00;80.00;1.00;195;1;95.00;6;1;38;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;1;1;98.00;98.00;1.00;165;1;95.00;6;1;38;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;1;130.00;130.00;1.00;165;1;95.00;6;1;38;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;80.00;80.00;1.00;195;1;95.00;6;1;38;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;90.00;90.00;0.00;95;1;95.00;6;1;38;mh2a1e2u;;;;;0
7;me75rpgj;;0;434;900;voting;News;2022-08-17 22:27:48.339048+00:00;1;;;100;7;;1;0;100.00;100.00;0.00;65;1;95.00;6;1;38;mh2a1e2u;;;;;0
8;sz0x8uel;;0;434;900;voting;News;2022-08-17 22:27:55.256529+00:00;1;;;100;8;;1;0;100.00;100.00;0.00;65;1;95.00;6;1;38;mh2a1e2u;;;;;0
9;3oysdhhy;;0;434;900;voting;News;2022-08-17 22:28:04.182921+00:00;1;;;100;9;;-1;0;95.00;95.00;0.00;95;1;95.00;6;1;38;mh2a1e2u;;;;;0
10;8icqtqov;;0;434;900;voting;News;2022-08-17 22:28:09.625171+00:00;1;;;100;10;;-1;0;60.00;60.00;0.00;95;1;95.00;6;1;38;mh2a1e2u;;;;;0
11;fhbpl0ce;;0;434;900;voting;News;2022-08-17 22:28:15.278556+00:00;1;;;100;11;;0;0;95.00;95.00;0.00;80;1;95.00;6;1;38;mh2a1e2u;;;;;0
1;r59q3wnw;;0;434;900;voting;News;2022-08-17 22:27:00.871988+00:00;1;;;100;1;;1;1;200.00;200.00;1.00;160;1;100.00;7;1;39;mh2a1e2u;;;;;0
2;r3guj6fb;;0;434;900;voting;News;2022-08-17 22:27:12.461939+00:00;1;;;100;2;;0;1;100.00;100.00;1.00;180;1;100.00;7;1;39;mh2a1e2u;;;;;0
3;ko6cdw8l;;0;434;900;voting;News;2022-08-17 22:27:17.196166+00:00;1;;;100;3;;0;1;100.00;100.00;1.00;180;1;100.00;7;1;39;mh2a1e2u;;;;;0
4;wptljjuw;;0;434;900;voting;News;2022-08-17 22:27:22.276545+00:00;1;;;100;4;;1;1;115.00;115.00;1.00;160;1;100.00;7;1;39;mh2a1e2u;;;;;0
5;r9jo3sxy;;0;434;900;voting;News;2022-08-17 22:27:31.715859+00:00;1;;;100;5;;-1;0;95.00;95.00;1.00;200;1;100.00;7;1;39;mh2a1e2u;;;;;0
6;ik37tf3h;;0;434;900;voting;News;2022-08-17 22:27:39.578207+00:00;1;;;100;6;;-1;0;95.00;95.00;0.00;100;1;100.00;7;1;39;mh2a1e2u;;;;;0
