participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.question_id,player.question,player.solution,player.submitted_answer,player.is_correct,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
6,y306m447,,0,19,18,quiz,Results,2022-09-30 22:03:49.039003+00:00,1,,,0,6,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,6wi1rh4x,,,,,0
7,iw3rf433,,0,19,18,quiz,Results,2022-09-30 22:03:58.087598+00:00,1,,,0,7,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,6wi1rh4x,,,,,0
8,766v2fuy,,0,19,18,quiz,Results,2022-09-30 22:03:47.295556+00:00,1,,,0,8,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,6wi1rh4x,,,,,0
9,d359i5fm,,0,19,18,quiz,Results,2022-09-30 22:04:05.539112+00:00,1,,,0,9,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,2*100 - 0.7*C,0,0,1,2,6wi1rh4x,,,,,0
10,phsbygr5,,0,19,18,quiz,Results,2022-09-30 22:03:57.756210+00:00,1,,,0,10,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,2*100 - 0.7*C,0,0,1,2,6wi1rh4x,,,,,0
11,csnuicw2,,0,19,18,quiz,Results,2022-09-30 22:03:49.730126+00:00,1,,,0,11,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,6wi1rh4x,,,,,0
1,sfavilaf,,0,19,18,quiz,Results,2022-09-30 22:03:57.795475+00:00,1,,,0,1,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,6wi1rh4x,,,,,0
2,mjagejqf,,0,19,18,quiz,Results,2022-09-30 22:03:50.421599+00:00,1,,,0,2,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will decrease by the market price,0,0,1,3,6wi1rh4x,,,,,0
3,cmmtwyym,,0,19,18,quiz,Results,2022-09-30 22:03:47.089549+00:00,1,,,0,3,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,6wi1rh4x,,,,,0
4,qfxylhj5,,0,19,18,quiz,Results,2022-09-30 22:03:49.475762+00:00,1,,,0,4,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,6wi1rh4x,,,,,0
5,v472ursw,,0,19,18,quiz,Results,2022-09-30 22:04:22.227202+00:00,1,,,0,5,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,6wi1rh4x,,,,,0
6,y306m447,,0,19,18,quiz,Results,2022-09-30 22:03:49.039003+00:00,1,,,0,6,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,6wi1rh4x,,,,,0
7,iw3rf433,,0,19,18,quiz,Results,2022-09-30 22:03:58.087598+00:00,1,,,0,7,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,6wi1rh4x,,,,,0
8,766v2fuy,,0,19,18,quiz,Results,2022-09-30 22:03:47.295556+00:00,1,,,0,8,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by your submitted price,0,0,1,3,6wi1rh4x,,,,,0
9,d359i5fm,,0,19,18,quiz,Results,2022-09-30 22:04:05.539112+00:00,1,,,0,9,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,6wi1rh4x,,,,,0
10,phsbygr5,,0,19,18,quiz,Results,2022-09-30 22:03:57.756210+00:00,1,,,0,10,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,6wi1rh4x,,,,,0
11,csnuicw2,,0,19,18,quiz,Results,2022-09-30 22:03:49.730126+00:00,1,,,0,11,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by your submitted price,0,0,1,3,6wi1rh4x,,,,,0
1,sfavilaf,,0,19,18,quiz,Results,2022-09-30 22:03:57.795475+00:00,1,,,0,1,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,6wi1rh4x,,,,,0
2,mjagejqf,,0,19,18,quiz,Results,2022-09-30 22:03:50.421599+00:00,1,,,0,2,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100,0,0,1,4,6wi1rh4x,,,,,0
3,cmmtwyym,,0,19,18,quiz,Results,2022-09-30 22:03:47.089549+00:00,1,,,0,3,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,6wi1rh4x,,,,,0
4,qfxylhj5,,0,19,18,quiz,Results,2022-09-30 22:03:49.475762+00:00,1,,,0,4,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,6wi1rh4x,,,,,0
5,v472ursw,,0,19,18,quiz,Results,2022-09-30 22:04:22.227202+00:00,1,,,0,5,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100,0,0,1,4,6wi1rh4x,,,,,0
6,y306m447,,0,19,18,quiz,Results,2022-09-30 22:03:49.039003+00:00,1,,,0,6,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,6wi1rh4x,,,,,0
7,iw3rf433,,0,19,18,quiz,Results,2022-09-30 22:03:58.087598+00:00,1,,,0,7,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,6wi1rh4x,,,,,0
8,766v2fuy,,0,19,18,quiz,Results,2022-09-30 22:03:47.295556+00:00,1,,,0,8,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100,0,0,1,4,6wi1rh4x,,,,,0
9,d359i5fm,,0,19,18,quiz,Results,2022-09-30 22:04:05.539112+00:00,1,,,0,9,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,6wi1rh4x,,,,,0
10,phsbygr5,,0,19,18,quiz,Results,2022-09-30 22:03:57.756210+00:00,1,,,0,10,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100,0,0,1,4,6wi1rh4x,,,,,0
11,csnuicw2,,0,19,18,quiz,Results,2022-09-30 22:03:49.730126+00:00,1,,,0,11,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,6wi1rh4x,,,,,0
1,sfavilaf,,0,19,18,quiz,Results,2022-09-30 22:03:57.795475+00:00,1,,,0,1,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200 + w_i*100,0,0,1,5,6wi1rh4x,,,,,0
2,mjagejqf,,0,19,18,quiz,Results,2022-09-30 22:03:50.421599+00:00,1,,,0,2,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200 + w_i*100,0,0,1,5,6wi1rh4x,,,,,0
3,cmmtwyym,,0,19,18,quiz,Results,2022-09-30 22:03:47.089549+00:00,1,,,0,3,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,6wi1rh4x,,,,,0
4,qfxylhj5,,0,19,18,quiz,Results,2022-09-30 22:03:49.475762+00:00,1,,,0,4,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,2*(100 - C),0,0,1,5,6wi1rh4x,,,,,0
5,v472ursw,,0,19,18,quiz,Results,2022-09-30 22:04:22.227202+00:00,1,,,0,5,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,2*(100 - C),0,0,1,5,6wi1rh4x,,,,,0
6,y306m447,,0,19,18,quiz,Results,2022-09-30 22:03:49.039003+00:00,1,,,0,6,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200 + w_i*100,0,0,1,5,6wi1rh4x,,,,,0
7,iw3rf433,,0,19,18,quiz,Results,2022-09-30 22:03:58.087598+00:00,1,,,0,7,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200 + w_i*100,0,0,1,5,6wi1rh4x,,,,,0
8,766v2fuy,,0,19,18,quiz,Results,2022-09-30 22:03:47.295556+00:00,1,,,0,8,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200 + w_i*100,0,0,1,5,6wi1rh4x,,,,,0
9,d359i5fm,,0,19,18,quiz,Results,2022-09-30 22:04:05.539112+00:00,1,,,0,9,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,2*(100 - C),0,0,1,5,6wi1rh4x,,,,,0
10,phsbygr5,,0,19,18,quiz,Results,2022-09-30 22:03:57.756210+00:00,1,,,0,10,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,2*(100 - C),0,0,1,5,6wi1rh4x,,,,,0
11,csnuicw2,,0,19,18,quiz,Results,2022-09-30 22:03:49.730126+00:00,1,,,0,11,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,6wi1rh4x,,,,,0
1,sfavilaf,,0,19,18,quiz,Results,2022-09-30 22:03:57.795475+00:00,1,,,0,1,,6,The personal benefit from the policy is,proportional to w_i,zero for those who do not hold any shares,0,0,1,6,6wi1rh4x,,,,,0
2,mjagejqf,,0,19,18,quiz,Results,2022-09-30 22:03:50.421599+00:00,1,,,0,2,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,6wi1rh4x,,,,,0
3,cmmtwyym,,0,19,18,quiz,Results,2022-09-30 22:03:47.089549+00:00,1,,,0,3,,6,The personal benefit from the policy is,proportional to w_i,the same for all market participants,0,0,1,6,6wi1rh4x,,,,,0
4,qfxylhj5,,0,19,18,quiz,Results,2022-09-30 22:03:49.475762+00:00,1,,,0,4,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,6wi1rh4x,,,,,0
5,v472ursw,,0,19,18,quiz,Results,2022-09-30 22:04:22.227202+00:00,1,,,0,5,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,6wi1rh4x,,,,,0
6,y306m447,,0,19,18,quiz,Results,2022-09-30 22:03:49.039003+00:00,1,,,0,6,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,6wi1rh4x,,,,,0
7,iw3rf433,,0,19,18,quiz,Results,2022-09-30 22:03:58.087598+00:00,1,,,0,7,,6,The personal benefit from the policy is,proportional to w_i,zero for those who do not hold any shares,0,0,1,6,6wi1rh4x,,,,,0
8,766v2fuy,,0,19,18,quiz,Results,2022-09-30 22:03:47.295556+00:00,1,,,0,8,,6,The personal benefit from the policy is,proportional to w_i,zero for those who do not hold any shares,0,0,1,6,6wi1rh4x,,,,,0
9,d359i5fm,,0,19,18,quiz,Results,2022-09-30 22:04:05.539112+00:00,1,,,0,9,,6,The personal benefit from the policy is,proportional to w_i,zero for those who do not hold any shares,0,0,1,6,6wi1rh4x,,,,,0
10,phsbygr5,,0,19,18,quiz,Results,2022-09-30 22:03:57.756210+00:00,1,,,0,10,,6,The personal benefit from the policy is,proportional to w_i,zero for those who do not hold any shares,0,0,1,6,6wi1rh4x,,,,,0
11,csnuicw2,,0,19,18,quiz,Results,2022-09-30 22:03:49.730126+00:00,1,,,0,11,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,6wi1rh4x,,,,,0
1,6p2pmbry,,0,19,18,quiz,Results,2022-10-06 21:59:38.121757+00:00,1,,,0,1,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
2,m3uxa9wm,,0,19,18,quiz,Results,2022-10-06 21:59:37.765401+00:00,1,,,0,2,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Sell a share,0,0,1,1,gjqngn1s,,,,,0
3,tzead8k3,,0,19,18,quiz,Results,2022-10-06 21:59:41.570333+00:00,1,,,0,3,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
4,oc5b9hvv,,0,19,18,quiz,Results,2022-10-06 21:59:49.900906+00:00,1,,,0,4,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
5,yyt3ugni,,0,19,18,quiz,Results,2022-10-06 21:59:57.505769+00:00,1,,,0,5,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
6,r5ksjvia,,0,19,18,quiz,Results,2022-10-06 21:59:41.715955+00:00,1,,,0,6,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
7,ak3umy7q,,0,19,18,quiz,Results,2022-10-06 21:59:46.058123+00:00,1,,,0,7,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
8,m9kmbyyk,,0,19,18,quiz,Results,2022-10-06 22:00:13.263023+00:00,1,,,0,8,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
9,c9mx0gpv,,0,19,18,quiz,Results,2022-10-06 21:59:37.050509+00:00,1,,,0,9,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
10,av4skoab,,0,19,18,quiz,Results,2022-10-06 21:59:51.390598+00:00,1,,,0,10,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
11,wu1i8uz7,,0,19,18,quiz,Results,2022-10-06 22:00:25.832932+00:00,1,,,0,11,,1,If you submit a price of 70 and the market clearing price is 60 you will:,Buy a share,Buy a share,1,0,1,1,gjqngn1s,,,,,0
1,6p2pmbry,,0,19,18,quiz,Results,2022-10-06 21:59:38.121757+00:00,1,,,0,1,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,2*100 - 0.7*C,0,0,1,2,gjqngn1s,,,,,0
2,m3uxa9wm,,0,19,18,quiz,Results,2022-10-06 21:59:37.765401+00:00,1,,,0,2,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,2*100 - 0.7*C,0,0,1,2,gjqngn1s,,,,,0
3,tzead8k3,,0,19,18,quiz,Results,2022-10-06 21:59:41.570333+00:00,1,,,0,3,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,gjqngn1s,,,,,0
4,oc5b9hvv,,0,19,18,quiz,Results,2022-10-06 21:59:49.900906+00:00,1,,,0,4,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,gjqngn1s,,,,,0
5,yyt3ugni,,0,19,18,quiz,Results,2022-10-06 21:59:57.505769+00:00,1,,,0,5,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,gjqngn1s,,,,,0
6,r5ksjvia,,0,19,18,quiz,Results,2022-10-06 21:59:41.715955+00:00,1,,,0,6,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,gjqngn1s,,,,,0
7,ak3umy7q,,0,19,18,quiz,Results,2022-10-06 21:59:46.058123+00:00,1,,,0,7,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,2*100 - 0.7*C,0,0,1,2,gjqngn1s,,,,,0
8,m9kmbyyk,,0,19,18,quiz,Results,2022-10-06 22:00:13.263023+00:00,1,,,0,8,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,gjqngn1s,,,,,0
9,c9mx0gpv,,0,19,18,quiz,Results,2022-10-06 21:59:37.050509+00:00,1,,,0,9,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,gjqngn1s,,,,,0
10,av4skoab,,0,19,18,quiz,Results,2022-10-06 21:59:51.390598+00:00,1,,,0,10,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,gjqngn1s,,,,,0
11,wu1i8uz7,,0,19,18,quiz,Results,2022-10-06 22:00:25.832932+00:00,1,,,0,11,,2,You hold 2 shares. Your weight w_i is 0.7. 100 is the benefit amount from the policy and C is the cost of the policy. What is your net benefit if the policy is approved:,0.7*100 - 2*C,0.7*100 - 2*C,1,0,1,2,gjqngn1s,,,,,0
1,6p2pmbry,,0,19,18,quiz,Results,2022-10-06 21:59:38.121757+00:00,1,,,0,1,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,gjqngn1s,,,,,0
2,m3uxa9wm,,0,19,18,quiz,Results,2022-10-06 21:59:37.765401+00:00,1,,,0,2,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,gjqngn1s,,,,,0
3,tzead8k3,,0,19,18,quiz,Results,2022-10-06 21:59:41.570333+00:00,1,,,0,3,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,gjqngn1s,,,,,0
4,oc5b9hvv,,0,19,18,quiz,Results,2022-10-06 21:59:49.900906+00:00,1,,,0,4,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,gjqngn1s,,,,,0
5,yyt3ugni,,0,19,18,quiz,Results,2022-10-06 21:59:57.505769+00:00,1,,,0,5,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,gjqngn1s,,,,,0
6,r5ksjvia,,0,19,18,quiz,Results,2022-10-06 21:59:41.715955+00:00,1,,,0,6,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,gjqngn1s,,,,,0
7,ak3umy7q,,0,19,18,quiz,Results,2022-10-06 21:59:46.058123+00:00,1,,,0,7,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by the market price,1,0,1,3,gjqngn1s,,,,,0
8,m9kmbyyk,,0,19,18,quiz,Results,2022-10-06 22:00:13.263023+00:00,1,,,0,8,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by your submitted price,0,0,1,3,gjqngn1s,,,,,0
9,c9mx0gpv,,0,19,18,quiz,Results,2022-10-06 21:59:37.050509+00:00,1,,,0,9,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by your submitted price,0,0,1,3,gjqngn1s,,,,,0
10,av4skoab,,0,19,18,quiz,Results,2022-10-06 21:59:51.390598+00:00,1,,,0,10,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by your submitted price,0,0,1,3,gjqngn1s,,,,,0
11,wu1i8uz7,,0,19,18,quiz,Results,2022-10-06 22:00:25.832932+00:00,1,,,0,11,,3,If you sell an asset then ,Your cash holdings will increase by the market price,Your cash holdings will increase by your submitted price,0,0,1,3,gjqngn1s,,,,,0
1,6p2pmbry,,0,19,18,quiz,Results,2022-10-06 21:59:38.121757+00:00,1,,,0,1,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
2,m3uxa9wm,,0,19,18,quiz,Results,2022-10-06 21:59:37.765401+00:00,1,,,0,2,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
3,tzead8k3,,0,19,18,quiz,Results,2022-10-06 21:59:41.570333+00:00,1,,,0,3,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
4,oc5b9hvv,,0,19,18,quiz,Results,2022-10-06 21:59:49.900906+00:00,1,,,0,4,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
5,yyt3ugni,,0,19,18,quiz,Results,2022-10-06 21:59:57.505769+00:00,1,,,0,5,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
6,r5ksjvia,,0,19,18,quiz,Results,2022-10-06 21:59:41.715955+00:00,1,,,0,6,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
7,ak3umy7q,,0,19,18,quiz,Results,2022-10-06 21:59:46.058123+00:00,1,,,0,7,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
8,m9kmbyyk,,0,19,18,quiz,Results,2022-10-06 22:00:13.263023+00:00,1,,,0,8,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
9,c9mx0gpv,,0,19,18,quiz,Results,2022-10-06 21:59:37.050509+00:00,1,,,0,9,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
10,av4skoab,,0,19,18,quiz,Results,2022-10-06 21:59:51.390598+00:00,1,,,0,10,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
11,wu1i8uz7,,0,19,18,quiz,Results,2022-10-06 22:00:25.832932+00:00,1,,,0,11,,4,If a majority vote to approve the proposal then what is the net payoff for those who hold one share:,100 - C + w_i*100,100 - C + w_i*100,1,0,1,4,gjqngn1s,,,,,0
1,6p2pmbry,,0,19,18,quiz,Results,2022-10-06 21:59:38.121757+00:00,1,,,0,1,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
2,m3uxa9wm,,0,19,18,quiz,Results,2022-10-06 21:59:37.765401+00:00,1,,,0,2,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
3,tzead8k3,,0,19,18,quiz,Results,2022-10-06 21:59:41.570333+00:00,1,,,0,3,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
4,oc5b9hvv,,0,19,18,quiz,Results,2022-10-06 21:59:49.900906+00:00,1,,,0,4,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,2*(100 - C),0,0,1,5,gjqngn1s,,,,,0
5,yyt3ugni,,0,19,18,quiz,Results,2022-10-06 21:59:57.505769+00:00,1,,,0,5,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
6,r5ksjvia,,0,19,18,quiz,Results,2022-10-06 21:59:41.715955+00:00,1,,,0,6,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
7,ak3umy7q,,0,19,18,quiz,Results,2022-10-06 21:59:46.058123+00:00,1,,,0,7,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
8,m9kmbyyk,,0,19,18,quiz,Results,2022-10-06 22:00:13.263023+00:00,1,,,0,8,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
9,c9mx0gpv,,0,19,18,quiz,Results,2022-10-06 21:59:37.050509+00:00,1,,,0,9,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
10,av4skoab,,0,19,18,quiz,Results,2022-10-06 21:59:51.390598+00:00,1,,,0,10,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
11,wu1i8uz7,,0,19,18,quiz,Results,2022-10-06 22:00:25.832932+00:00,1,,,0,11,,5,If a majority vote to reject the proposal then what is the share payout for those that hold two shares,200,200,1,0,1,5,gjqngn1s,,,,,0
1,6p2pmbry,,0,19,18,quiz,Results,2022-10-06 21:59:38.121757+00:00,1,,,0,1,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,gjqngn1s,,,,,0
2,m3uxa9wm,,0,19,18,quiz,Results,2022-10-06 21:59:37.765401+00:00,1,,,0,2,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,gjqngn1s,,,,,0
3,tzead8k3,,0,19,18,quiz,Results,2022-10-06 21:59:41.570333+00:00,1,,,0,3,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,gjqngn1s,,,,,0
4,oc5b9hvv,,0,19,18,quiz,Results,2022-10-06 21:59:49.900906+00:00,1,,,0,4,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,gjqngn1s,,,,,0
5,yyt3ugni,,0,19,18,quiz,Results,2022-10-06 21:59:57.505769+00:00,1,,,0,5,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,gjqngn1s,,,,,0
6,r5ksjvia,,0,19,18,quiz,Results,2022-10-06 21:59:41.715955+00:00,1,,,0,6,,6,The personal benefit from the policy is,proportional to w_i,proportional to w_i,1,0,1,6,gjqngn1s,,,,,0
